ADM_ID,ADM1_PCODE,ADM1_EN,ADM2_PCODE,ADM2_EN,ADM3_PCODE,ADM3_EN,LATITUDE,LONGITUDE,AREA,PERIMETER
156619000,PH150000000,Bangsamoro Autonomous Region in Muslim Mindanao,PH156600000,Sulu,PH156619000,Omar,5.989,121.393,86058367.03,114546.623
157002000,PH150000000,Bangsamoro Autonomous Region in Muslim Mindanao,PH157000000,Tawi-Tawi,PH157002000,Bongao,5.089,119.818,122106593.0,183891.521
157004000,PH150000000,Bangsamoro Autonomous Region in Muslim Mindanao,PH157000000,Tawi-Tawi,PH157004000,Simunul,4.865,119.824,56384266.35,77380.103
157005000,PH150000000,Bangsamoro Autonomous Region in Muslim Mindanao,PH157000000,Tawi-Tawi,PH157005000,Sitangkai,4.749,119.402,27857505.59,119662.138
157008000,PH150000000,Bangsamoro Autonomous Region in Muslim Mindanao,PH157000000,Tawi-Tawi,PH157008000,Turtle Islands,6.159,118.219,3461441.959,20381.703
157010000,PH150000000,Bangsamoro Autonomous Region in Muslim Mindanao,PH157000000,Tawi-Tawi,PH157010000,Sapa-Sapa,5.09,120.224,51224649.87,145934.384
157011000,PH150000000,Bangsamoro Autonomous Region in Muslim Mindanao,PH157000000,Tawi-Tawi,PH157011000,Sibutu,4.781,119.476,105126520.6,125149.325
166707000,PH160000000,Region XIII,PH166700000,Surigao del Norte,PH166707000,Dapa,9.75,126.046,84021202.16,156877.684
166708000,PH160000000,Region XIII,PH166700000,Surigao del Norte,PH166708000,Del Carmen,9.858,125.995,147945611.9,177148.591
166710000,PH160000000,Region XIII,PH166700000,Surigao del Norte,PH166710000,General Luna,9.788,126.132,46950121.58,67574.805
166711000,PH160000000,Region XIII,PH166700000,Surigao del Norte,PH166711000,Gigaquit,9.507,125.687,141286707.0,68022.455
166717000,PH160000000,Region XIII,PH166700000,Surigao del Norte,PH166717000,Placer,9.639,125.587,64444509.44,81799.856
166718000,PH160000000,Region XIII,PH166700000,Surigao del Norte,PH166718000,San Benito,9.939,126.004,49448596.6,104605.771
166723000,PH160000000,Region XIII,PH166700000,Surigao del Norte,PH166723000,Socorro,9.656,125.943,125971024.1,139439.257
166724000,PH160000000,Region XIII,PH166700000,Surigao del Norte,PH166724000,Surigao City,9.776,125.542,282551706.6,421607.851
166725000,PH160000000,Region XIII,PH166700000,Surigao del Norte,PH166725000,Tagana-An,9.707,125.591,64026335.57,158304.102
166804000,PH160000000,Region XIII,PH166800000,Surigao del Sur,PH166804000,Cagwait,8.895,126.276,78256066.18,64246.174
166805000,PH160000000,Region XIII,PH166800000,Surigao del Sur,PH166805000,Cantilan,9.3,125.872,202761892.4,136467.597
166807000,PH160000000,Region XIII,PH166800000,Surigao del Sur,PH166807000,Carrascal,9.387,125.873,243640542.8,169998.108
166808000,PH160000000,Region XIII,PH166800000,Surigao del Sur,PH166808000,Cortes,9.21,126.149,120149901.5,83008.946
168501000,PH160000000,Region XIII,PH168500000,Dinagat Islands,PH168501000,Basilisa,10.09,125.556,99431696.12,167581.311
168502000,PH160000000,Region XIII,PH168500000,Dinagat Islands,PH168502000,Cagdianao,10.028,125.656,198343459.7,143713.541
168503000,PH160000000,Region XIII,PH168500000,Dinagat Islands,PH168503000,Dinagat,9.974,125.608,27962094.67,87092.358
168504000,PH160000000,Region XIII,PH168500000,Dinagat Islands,PH168504000,Libjo,10.19,125.564,186681681.9,138561.749
168505000,PH160000000,Region XIII,PH168500000,Dinagat Islands,PH168505000,Loreto,10.367,125.618,171778657.9,124144.629
174002000,PH170000000,Region IV-B,PH174000000,Marinduque,PH174002000,Buenavista,13.255,121.973,76696427.75,44369.75
174003000,PH170000000,Region IV-B,PH174000000,Marinduque,PH174003000,Gasan,13.324,121.884,99369918.63,56681.57
174005000,PH170000000,Region IV-B,PH174000000,Marinduque,PH174005000,Santa Cruz,13.462,122.034,242478714.4,191891.477
175103000,PH170000000,Region IV-B,PH175100000,Occidental Mindoro,PH175103000,Looc,13.745,120.274,129247502.7,147868.671
175105000,PH170000000,Region IV-B,PH175100000,Occidental Mindoro,PH175105000,Magsaysay,12.337,121.188,260311258.6,103870.869
175109000,PH170000000,Region IV-B,PH175100000,Occidental Mindoro,PH175109000,Sablayan,12.889,121.032,2103425730.0,223476.619
175110000,PH170000000,Region IV-B,PH175100000,Occidental Mindoro,PH175110000,San Jose,12.455,121.134,610717091.2,244356.475
175204000,PH170000000,Region IV-B,PH175200000,Oriental Mindoro,PH175204000,Bulalacao,12.373,121.315,352806136.6,175022.387
175205000,PH170000000,Region IV-B,PH175200000,Oriental Mindoro,PH175205000,City of Calapan,13.354,121.187,185419054.8,79657.282
175208000,PH170000000,Region IV-B,PH175200000,Oriental Mindoro,PH175208000,Naujan,13.229,121.184,574742009.2,166370.049
175211000,PH170000000,Region IV-B,PH175200000,Oriental Mindoro,PH175211000,Puerto Galera,13.461,120.936,109362764.5,88273.619
175301000,PH170000000,Region IV-B,PH175300000,Palawan,PH175301000,Aborlan,9.508,118.445,771121276.5,176492.654
175302000,PH170000000,Region IV-B,PH175300000,Palawan,PH175302000,Agutaya,11.254,120.922,30970638.15,79370.649
175303000,PH170000000,Region IV-B,PH175300000,Palawan,PH175303000,Araceli,10.579,119.913,174119055.7,165440.071
175304000,PH170000000,Region IV-B,PH175300000,Palawan,PH175304000,Balabac,8.067,117.109,559121296.7,435693.838
175305000,PH170000000,Region IV-B,PH175300000,Palawan,PH175305000,Bataraza,8.566,117.424,688550173.8,263455.808
175308000,PH170000000,Region IV-B,PH175300000,Palawan,PH175308000,Cagayancillo,9.583,121.175,12306573.61,79681.593
175310000,PH170000000,Region IV-B,PH175300000,Palawan,PH175310000,Cuyo,10.919,120.93,42792357.95,113380.994
175311000,PH170000000,Region IV-B,PH175300000,Palawan,PH175311000,Dumaran,10.524,119.664,526175003.9,290171.252
175312000,PH170000000,Region IV-B,PH175300000,Palawan,PH175312000,El Nido,11.195,119.457,562020273.8,445298.839
175313000,PH170000000,Region IV-B,PH175300000,Palawan,PH175313000,Linapacan,11.428,119.813,159720763.7,418716.269
175315000,PH170000000,Region IV-B,PH175300000,Palawan,PH175315000,Narra,9.277,118.298,753392646.5,196007.429
175316000,PH170000000,Region IV-B,PH175300000,Palawan,PH175316000,Puerto Princesa City,9.914,118.78,2168616627.0,640284.366
175317000,PH170000000,Region IV-B,PH175300000,Palawan,PH175317000,Quezon,9.253,118.039,935119819.5,289833.741
175318000,PH170000000,Region IV-B,PH175300000,Palawan,PH175318000,Roxas,10.332,119.299,1129998557.0,306097.048
175319000,PH170000000,Region IV-B,PH175300000,Palawan,PH175319000,San Vicente,10.455,119.19,604269981.6,495397.39
175320000,PH170000000,Region IV-B,PH175300000,Palawan,PH175320000,Taytay,10.822,119.461,1299260060.0,1056038.744
175321000,PH170000000,Region IV-B,PH175300000,Palawan,PH175321000,Kalayaan,11.053,114.285,399814.583,3407.333
175322000,PH170000000,Region IV-B,PH175300000,Palawan,PH175322000,Culion,11.834,119.971,432151814.4,615554.597
175324000,PH170000000,Region IV-B,PH175300000,Palawan,PH175324000,Sofronio Espanola,9.065,118.015,442042203.0,145919.294
175902000,PH170000000,Region IV-B,PH175900000,Romblon,PH175902000,Banton,12.939,122.07,28619272.69,31583.703
175905000,PH170000000,Region IV-B,PH175900000,Romblon,PH175905000,Concepcion,12.926,121.709,20394323.28,35199.485
175906000,PH170000000,Region IV-B,PH175900000,Romblon,PH175906000,Corcuera,12.806,122.055,20472587.99,30091.889
175910000,PH170000000,Region IV-B,PH175900000,Romblon,PH175910000,Romblon,12.549,122.286,88469223.94,89354.469
175914000,PH170000000,Region IV-B,PH175900000,Romblon,PH175914000,San Jose,12.064,121.938,28076830.94,29583.024
175915000,PH170000000,Region IV-B,PH175900000,Romblon,PH175915000,Santa Fe,12.165,122.008,56525951.86,78565.003
64504000,PH060000000,Region VI,PH064500000,Negros Occidental,PH064504000,Cadiz City,10.852,123.255,526572164.3,127055.553
64507000,PH060000000,Region VI,PH064500000,Negros Occidental,PH064507000,Cauayan,9.908,122.558,469707182.9,126866.995
64509000,PH060000000,Region VI,PH064500000,Negros Occidental,PH064509000,City of Escalante,10.802,123.477,192284491.3,103885.568
64512000,PH060000000,Region VI,PH064500000,Negros Occidental,PH064512000,Hinoba-An,9.585,122.575,402038209.8,126702.354
64523000,PH060000000,Region VI,PH064500000,Negros Occidental,PH064523000,Sagay City,10.851,123.396,292358966.8,192636.505
64524000,PH060000000,Region VI,PH064500000,Negros Occidental,PH064524000,San Carlos City,10.489,123.307,407758728.3,144298.332
64527000,PH060000000,Region VI,PH064500000,Negros Occidental,PH064527000,City of Sipalay,9.749,122.477,327468625.1,124406.145
74604000,PH070000000,Region VII,PH074600000,Negros Oriental,PH074604000,Bais City,9.591,123.026,252489381.4,120547.32
74609000,PH070000000,Region VII,PH074600000,Negros Oriental,PH074609000,Dauin,9.204,123.224,80776858.99,49061.94
156617000,PH150000000,Bangsamoro Autonomous Region in Muslim Mindanao,PH156600000,Sulu,PH156617000,Lugus,5.686,120.838,36786354.19,41166.223
21506000,PH020000000,Region II,PH021500000,Cagayan,PH021506000,Baggao,17.923,121.972,927444349.5,158623.523
20901000,PH020000000,Region II,PH020900000,Batanes,PH020901000,Basco,20.459,121.993,33493610.25,36097.595
43414000,PH040000000,Region IV-A,PH043400000,Laguna,PH043414000,Mabitac,14.43,121.402,47674401.67,41737.507
43426000,PH040000000,Region IV-A,PH043400000,Laguna,PH043426000,Santa Cruz,14.261,121.402,37213169.98,32305.398
43430000,PH040000000,Region IV-A,PH043400000,Laguna,PH043430000,Victoria,14.205,121.334,29269212.17,27558.945
45607000,PH040000000,Region IV-A,PH045600000,Quezon,PH045607000,Calauag,14.054,122.28,312525418.0,234903.719
45629000,PH040000000,Region IV-A,PH045600000,Quezon,PH045629000,Padre Burgos,13.927,121.849,75703118.12,80460.361
45637000,PH040000000,Region IV-A,PH045600000,Quezon,PH045637000,Quezon,14.055,122.124,75707101.32,59985.832
45810000,PH040000000,Region IV-A,PH045800000,Rizal,PH045810000,Pililla,14.454,121.343,66510839.5,54951.13
54107000,PH050000000,Region V,PH054100000,Masbate,PH054107000,Claveria,12.868,123.222,170904380.2,156664.893
56208000,PH050000000,Region V,PH056200000,Sorsogon,PH056208000,Gubat,12.925,124.105,103507973.8,76906.266
60404000,PH060000000,Region VI,PH060400000,Aklan,PH060404000,Batan,11.569,122.484,83837480.62,110345.302
60412000,PH060000000,Region VI,PH060400000,Aklan,PH060412000,Malay,11.894,121.946,72193574.1,75015.388
60414000,PH060000000,Region VI,PH060400000,Aklan,PH060414000,Nabas,11.844,122.037,87058059.19,60585.848
61909000,PH060000000,Region VI,PH061900000,Capiz,PH061909000,Panay,11.535,122.832,132705228.0,78161.7
67901000,PH060000000,Region VI,PH067900000,Guimaras,PH067901000,Buenavista,10.689,122.663,112519870.6,73117.247
71201000,PH070000000,Region VII,PH071200000,Bohol,PH071201000,Alburquerque,9.637,123.966,28553182.71,28134.897
72236000,PH070000000,Region VII,PH072200000,Cebu,PH072236000,Pilar,10.77,124.53,33726856.99,54443.802
83701000,PH080000000,Region VIII,PH083700000,Leyte,PH083701000,Abuyog,10.644,125.05,316175116.4,111534.586
83747000,PH080000000,Region VIII,PH083700000,Leyte,PH083747000,Tacloban City,11.271,124.955,105983389.7,101815.921
97220000,PH090000000,Region IX,PH097200000,Zamboanga del Norte,PH097220000,Sirawai,7.543,122.196,269966536.9,93323.448
97317000,PH090000000,Region IX,PH097300000,Zamboanga del Sur,PH097317000,Margosatubig,7.575,123.185,84387956.62,96569.671
97322000,PH090000000,Region IX,PH097300000,Zamboanga del Sur,PH097322000,Pagadian City,7.885,123.347,274720511.4,136707.15
98301000,PH090000000,Region IX,PH098300000,Zamboanga Sibugay,PH098301000,Alicia,7.52,122.922,146228541.3,130389.954
150702000,PH150000000,Bangsamoro Autonomous Region in Muslim Mindanao,PH150700000,Basilan,PH150702000,City of Lamitan,6.641,122.099,248624980.4,105906.658
150707000,PH150000000,Bangsamoro Autonomous Region in Muslim Mindanao,PH150700000,Basilan,PH150707000,Tuburan,6.602,122.206,44133451.33,49966.824
166716000,PH160000000,Region XIII,PH166700000,Surigao del Norte,PH166716000,Pilar,9.855,126.083,74424593.54,51504.742
174004000,PH170000000,Region IV-B,PH174000000,Marinduque,PH174004000,Mogpog,13.496,121.897,99242501.75,78486.788
175104000,PH170000000,Region IV-B,PH175100000,Occidental Mindoro,PH175104000,Lubang,13.811,120.138,125272552.8,78613.483
74615000,PH070000000,Region VII,PH074600000,Negros Oriental,PH074615000,Manjuyod,9.702,123.061,127698135.1,94970.293
21520000,PH020000000,Region II,PH021500000,Cagayan,PH021520000,Piat,17.774,121.517,132029800.1,62850.473
124717000,PH120000000,Region XII,PH124700000,Cotabato,PH124717000,Aleosan,7.169,124.621,173046824.3,110301.465
133914000,PH130000000,National Capital Region,PH133900000,"NCR, City of Manila, First District",PH133914000,Santa Ana,14.578,121.009,3382342.448,12437.201
140106000,PH140000000,Cordillera Administrative Region,PH140100000,Abra,PH140106000,Danglas,17.745,120.621,176482587.5,56815.271
153611000,PH150000000,Bangsamoro Autonomous Region in Muslim Mindanao,PH153600000,Lanao del Sur,PH153611000,Lumba-Bayabao,7.785,124.472,256498908.4,86011.445
112408000,PH110000000,Region XI,PH112400000,Davao del Sur,PH112408000,Malalag,6.537,125.371,135199382.0,92940.974
12801000,PH010000000,Region I,PH012800000,Ilocos Norte,PH012801000,Adams,18.453,120.919,111143025.3,45988.487
12810000,PH010000000,Region I,PH012800000,Ilocos Norte,PH012810000,Dumalneg,18.477,120.839,66747884.81,40929.544
12807000,PH010000000,Region I,PH012800000,Ilocos Norte,PH012807000,Carasi,18.219,120.865,173051816.9,56945.422
12814000,PH010000000,Region I,PH012800000,Ilocos Norte,PH012814000,Nueva Era,17.982,120.781,608595757.2,161038.204
12823000,PH010000000,Region I,PH012800000,Ilocos Norte,PH012823000,Vintar,18.329,120.783,530958638.1,105702.948
12905000,PH010000000,Region I,PH012900000,Ilocos Sur,PH012905000,Cabugao,17.788,120.496,112216588.5,50218.372
12901000,PH010000000,Region I,PH012900000,Ilocos Sur,PH012901000,Alilem,16.893,120.578,114414332.1,50124.707
12908000,PH010000000,Region I,PH012900000,Ilocos Sur,PH012908000,Cervantes,16.99,120.707,242989744.0,63130.822
12909000,PH010000000,Region I,PH012900000,Ilocos Sur,PH012909000,Galimuyod,17.188,120.514,34119872.51,32786.687
12910000,PH010000000,Region I,PH012900000,Ilocos Sur,PH012910000,Gregorio del Pilar,17.152,120.612,54078750.55,32710.279
12929000,PH010000000,Region I,PH012900000,Ilocos Sur,PH012929000,Sigay,17.056,120.605,92234565.24,40048.805
12903000,PH010000000,Region I,PH012900000,Ilocos Sur,PH012903000,Bantay,17.598,120.452,75115393.68,45246.866
12912000,PH010000000,Region I,PH012900000,Ilocos Sur,PH012912000,Magsingal,17.683,120.452,82420578.49,48263.895
12915000,PH010000000,Region I,PH012900000,Ilocos Sur,PH012915000,Quirino,17.123,120.711,182417411.2,62086.529
12917000,PH010000000,Region I,PH012900000,Ilocos Sur,PH012917000,San Emilio,17.24,120.608,151447914.7,53041.187
12906000,PH010000000,Region I,PH012900000,Ilocos Sur,PH012906000,City of Candon,17.193,120.465,77575192.3,62216.46
12920000,PH010000000,Region I,PH012900000,Ilocos Sur,PH012920000,San Juan,17.733,120.479,68474907.38,43853.152
12930000,PH010000000,Region I,PH012900000,Ilocos Sur,PH012930000,Sinait,17.859,120.488,68864720.17,37954.213
12916000,PH010000000,Region I,PH012900000,Ilocos Sur,PH012916000,Salcedo,17.12,120.549,82966133.63,41549.727
12932000,PH010000000,Region I,PH012900000,Ilocos Sur,PH012932000,Suyo,16.979,120.556,163628766.1,55963.272
13314000,PH010000000,Region I,PH013300000,La Union,PH013314000,City of San Fernando,16.608,120.358,98890848.08,54210.748
13318000,PH010000000,Region I,PH013300000,La Union,PH013318000,Santol,16.75,120.492,114170403.4,55968.487
13319000,PH010000000,Region I,PH013300000,La Union,PH013319000,Sudipen,16.847,120.492,89862888.94,57371.998
13317000,PH010000000,Region I,PH013300000,La Union,PH013317000,Santo Tomas,16.273,120.398,40981312.62,44787.009
13320000,PH010000000,Region I,PH013300000,La Union,PH013320000,Tubao,16.344,120.426,54336876.29,36757.815
15507000,PH010000000,Region I,PH015500000,Pangasinan,PH015507000,Balungao,15.89,120.694,68335107.25,46135.123
15537000,PH010000000,Region I,PH015500000,Pangasinan,PH015537000,San Quintin,15.985,120.824,85699015.61,61135.955
15525000,PH010000000,Region I,PH015500000,Pangasinan,PH015525000,Manaoag,16.031,120.501,52135134.72,47694.158
15534000,PH010000000,Region I,PH015500000,Pangasinan,PH015534000,San Jacinto,16.086,120.458,42358701.5,34266.204
15541000,PH010000000,Region I,PH015500000,Pangasinan,PH015541000,Sison,16.168,120.558,154832644.6,63160.239
15523000,PH010000000,Region I,PH015500000,Pangasinan,PH015523000,Mabini,16.013,119.982,256922207.2,90085.525
21514000,PH020000000,Region II,PH021500000,Cagayan,PH021514000,Gonzaga,18.251,122.124,527456908.3,124077.912
21504000,PH020000000,Region II,PH021500000,Cagayan,PH021504000,Amulung,17.812,121.695,287587346.8,104269.154
21519000,PH020000000,Region II,PH021500000,Cagayan,PH021519000,Peñablanca,17.684,121.966,1138858156.0,156177.433
21524000,PH020000000,Region II,PH021500000,Cagayan,PH021524000,Santa Praxedes,18.533,121.0,86270061.27,55528.095
21525000,PH020000000,Region II,PH021500000,Cagayan,PH021525000,Santa Teresita,18.216,121.903,127572128.7,51198.542
21516000,PH020000000,Region II,PH021500000,Cagayan,PH021516000,Lal-Lo,18.154,121.855,641550691.0,182098.662
21527000,PH020000000,Region II,PH021500000,Cagayan,PH021527000,Solana,17.664,121.641,272931758.6,83149.258
21521000,PH020000000,Region II,PH021500000,Cagayan,PH021521000,Rizal,17.914,121.393,340047087.9,107291.236
21528000,PH020000000,Region II,PH021500000,Cagayan,PH021528000,Tuao,17.679,121.501,187913742.1,69336.479
23110000,PH020000000,Region II,PH023100000,Isabela,PH023110000,Dinapigue,16.687,122.263,953075220.9,168854.226
23112000,PH020000000,Region II,PH023100000,Isabela,PH023112000,Echague,16.643,121.774,443856263.2,144221.266
23114000,PH020000000,Region II,PH023100000,Isabela,PH023114000,Ilagan City,17.15,122.029,962432899.4,174906.426
23117000,PH020000000,Region II,PH023100000,Isabela,PH023117000,Maconacon,17.432,122.147,464222688.8,117754.569
23103000,PH020000000,Region II,PH023100000,Isabela,PH023103000,Aurora,16.984,121.643,74771594.58,50334.625
23125000,PH020000000,Region II,PH023100000,Isabela,PH023125000,Reina Mercedes,17.001,121.776,51619949.21,34267.911
23108000,PH020000000,Region II,PH023100000,Isabela,PH023108000,City of Cauayan,16.878,121.821,336683095.0,120295.87
23131000,PH020000000,Region II,PH023100000,Isabela,PH023131000,San Mariano,16.903,122.157,1397200484.0,190278.295
25005000,PH020000000,Region II,PH025000000,Nueva Vizcaya,PH025005000,Bayombong,16.477,121.143,142526034.3,52675.393
25011000,PH020000000,Region II,PH025000000,Nueva Vizcaya,PH025011000,Quezon,16.479,121.296,212248992.5,66554.173
25007000,PH020000000,Region II,PH025000000,Nueva Vizcaya,PH025007000,Dupax del Norte,16.205,121.239,298077280.4,127176.203
